current prev next pos lang
asalu report ekkada G_N te 
ekkada asalu undhi G_N te 
undhi ekkada ... G_X te 
... undhi at G_X univ 
at ... least PSP en 
least at we G_J en 
we least need G_PRP en 
need we to G_V en 
to need look PSP en 
look to into G_V en 
into look it PSP en 
it into null G_PRP en 

@Tenali_RK null @DeepakJonna @ univ 
@DeepakJonna @Tenali_RK dreams @ univ 
dreams @DeepakJonna unlimited G_N en 
unlimited dreams !! G_J en 
!! unlimited Naaku G_X univ 
Naaku !! enduko G_N te 
enduko Naaku ... G_X te 
... enduko 95 G_X univ 
95 ... back null univ 
back 95 stab G_N en 
stab back repeat G_N en 
repeat stab emo G_V en 
emo repeat anipistondi G_J univ 
anipistondi emo !! G_N te 
!! anipistondi Jara G_X univ 
Jara !! ... G_N te 
... Jara choodundri G_X univ 
choodundri ... !! G_X te 
!! choodundri null G_X univ 

" null @ArmaanMalik22 G_X univ 
@ArmaanMalik22 " Buddhu @ univ 
Buddhu @ArmaanMalik22 Sa G_N univ 
Sa Buddhu Man G_N univ 
Man Sa "" G_N en 
"" Man ... G_X univ 
... "" eppudu G_X univ 
eppudu ... release G_J te 
release eppudu avtthadhi G_N en 
avtthadhi release ..??... G_N te 
..??... avtthadhi understood G_X univ 
understood ..??... this G_V en 
this understood ..?? G_PRP en 
..?? this no G_X univ 
no ..?? naa G_PRT en 
naa no """ G_PRT te 
""" naa null G_X univ 

@Maheshaddict null KA @ univ 
KA @Maheshaddict li8 G_N univ 
li8 KA evadiki G_N univ 
evadiki li8 correct G_N te 
correct evadiki ga G_J en 
ga correct telidu G_N te 
telidu ga estimations G_N te 
estimations telidu :P G_N en 
:P estimations ante E univ 
ante :P @HanuNtr G_N te 
@HanuNtr ante null @ univ 

Yendhukooo null Telidu G_PRT univ 
Telidu Yendhukooo #FB G_N univ 
#FB Telidu lo G_N univ 
lo #FB Active G_N univ 
Active lo Ga G_N en 
Ga Active Undalekapothunna G_N univ 
Undalekapothunna Ga ...... G_N te 
...... Undalekapothunna #HopeWillBackVerySoon G_X univ 
#HopeWillBackVerySoon ...... .... # univ 
.... #HopeWillBackVerySoon #PawanKalyan G_X univ 
#PawanKalyan .... #JaiHind # univ 
#JaiHind #PawanKalyan null # univ 

@kablik3 null @priyamucharla @ univ 
@priyamucharla @kablik3 @anamika_pspk @ univ 
@anamika_pspk @priyamucharla lol @ univ 
lol @anamika_pspk naaku G_PRT univ 
naaku lol telsu G_PRT te 
telsu naaku u G_V univ 
u telsu r G_PRP univ 
r u managing G_V univ 
managing r pretty G_V en 
pretty managing well G_R en 
well pretty null G_R en 

" null @shashunk G_X univ 
@shashunk " cant @ univ 
cant @shashunk wait G_V en 
wait cant bro G_V en 
bro wait , G_N en 
, bro seriously G_X univ 
seriously , !... G_R en 
!... seriously inthaki G_X univ 
inthaki !... ee G_X te 
ee inthaki Sensation G_N univ 
Sensation ee enti G_N en 
enti Sensation asalu G_N te 
asalu enti ? G_N te 
? asalu " G_X univ 
" ? null G_X univ 

" null @HanuNtr G_X univ 
@HanuNtr " Japan @ univ 
Japan @HanuNtr lo G_N ne 
lo Japan NTR G_N univ 
NTR lo craze G_N ne 
craze NTR gurunchi G_N en 
gurunchi craze media G_N te 
media gurunchi kodi G_N en 
kodi media ayi G_N te 
ayi kodi kusina G_N univ 
kusina ayi "" G_N te 
"" kusina anties G_X univ 
anties "" ki G_V te 
ki anties telidu G_N univ 
telidu ki ane G_N te 
ane telidu edustaru G_N te 
edustaru ane bro G_N te 
bro edustaru bcoz G_N en 
bcoz bro thy PSP univ 
thy bcoz can't DT univ 
can't thy digest G_V en 
digest can't the G_V en 
the digest Fact DT en 
Fact the """ G_N en 
""" Fact null G_X univ 

" null @kreitcher G_X univ 
@kreitcher " I @ univ 
I @kreitcher know G_PRP univ 
know I .. G_V en 
.. know thankfully G_X univ 
thankfully .. the G_R en 
the thankfully biggest DT en 
biggest the company G_J en 
company biggest I G_N en 
I company had G_PRP univ 
had I worked G_V en 
worked had for G_V en 
for worked , PSP en 
, for had G_X univ 
had , 7.5 G_V en 
7.5 had K null univ 
K 7.5 India G_N univ 
India K lo G_N ne 
lo India ; G_N tes 
; lo ade G_X univ 
ade ; mind-numbing G_X te 
mind-numbing ade unde G_J en 
unde mind-numbing naaku G_N univ 
naaku unde .. G_X te 
.. naaku daaniki G_X univ 
daaniki .. mundu G_N te 
mundu daaniki ~ G_N te 
~ mundu 1000 G_X univ 
1000 ~ :D null univ 
:D 1000 " E univ 
" :D null G_X univ 

@Mega5tarfan null @KiTtu_PSPK @ univ 
@KiTtu_PSPK @Mega5tarfan naaku @ univ 
naaku @KiTtu_PSPK PK G_X te 
PK naaku movs G_N univ 
movs PK lo G_N en 
lo movs GS G_N univ 
GS lo perfect G_N univ 
perfect GS herism G_J en 
herism perfect chupinchina G_N univ 
chupinchina herism movie G_N te 
movie chupinchina PK G_N en 
PK movie ki G_N univ 
ki PK elivations G_N univ 
elivations ki scenes G_N en 
scenes elivations too G_N en 
too scenes much G_R en 
much too null DT en 

em null umpiring G_PRP univ 
umpiring em ra G_N en 
ra umpiring asalu G_N univ 
asalu ra Asia PSP te 
Asia asalu cup G_N univ 
cup Asia lo G_N en 
lo cup null PSP univ 

@Samanthaprabhu2 null sam @ univ 
sam @Samanthaprabhu2 eppudu G_N univ 
eppudu sam Cinema G_N te 
Cinema eppudu null G_N en 

@sreeramtej null asalu @ univ 
asalu @sreeramtej shivaratri G_PRT te 
shivaratri asalu shows G_N te 
shows shivaratri ke G_V en 
ke shows nduku G_N univ 
nduku ke ra G_N te 
ra nduku intha G_N univ 
intha ra crying G_N te 
crying intha valu G_V en 
valu crying ... G_X univ 
... valu after ~ univ 
after ... 200 PSP en 
200 after days null univ 
days 200 a G_N en 
a days range DT en 
range a shows G_N en 
shows range padatam G_V en 
padatam shows great G_R te 
great padatam null G_J en 

@Justvishal null naaku @ univ 
naaku @Justvishal aayanatho G_PRT te 
aayanatho naaku antha G_V te 
antha aayanatho parichayam G_N te 
parichayam antha ledhule G_N te 
ledhule parichayam ... G_X te 
... ledhule dont G_X univ 
dont ... worry G_V en 
worry dont ... G_V en 
... worry all G_X univ 
all ... d DT en 
d all best DT univ 
best d :) G_J en 
:) best null E univ 

@MadhuriS11 null Burra @ univ 
Burra @MadhuriS11 takkuva G_N univ 
takkuva Burra dialogue G_N univ 
dialogue takkuva adhi G_N en 
adhi dialogue .... G_N te 
.... adhi Movie G_X univ 
Movie .... chusaaraa G_N en 
chusaaraa Movie ... G_X univ 
... chusaaraa asalu G_X univ 
asalu ... enti G_PRT te 
enti asalu aa G_X te 
aa enti stupid G_X univ 
stupid aa concept G_J en 
concept stupid ??? G_N en 
??? concept null G_X univ 

" null , G_X univ 
, " ... G_X univ 
... , http:// ~ univ 
http:// ... dhunt.in/Ztv0?ss=twt U univ 
dhunt.in/Ztv0?ss=twt http:// via U univ 
via dhunt.in/Ztv0?ss=twt @DailyhuntApp PSP univ 
@DailyhuntApp via Historians @ univ 
Historians @DailyhuntApp logic G_N en 
logic Historians eppudu G_N en 
eppudu logic miss G_N te 
miss eppudu avvaru G_V univ 
avvaru miss ... G_N univ 
... avvaru " G_X univ 
" ... null G_X univ 

asalu null aa G_PRT te 
aa asalu @PawanKalyan G_PRT univ 
@PawanKalyan aa interview @ univ 
interview @PawanKalyan kinda G_N en 
kinda interview PK G_R te 
PK kinda fans G_N univ 
fans PK comments G_N en 
comments fans choodali G_N univ 
choodali comments mega G_N univ 
mega choodali ROFL G_J en 
ROFL mega Dazzling G_PRT univ 
Dazzling ROFL Beauty G_J en 
Beauty Dazzling nisha G_N en 
nisha Beauty kothari G_N univ 
kothari nisha showcasing G_N te 
showcasing kothari her G_V en 
her showcasing milky DT en 
milky her cleavage G_J en 
cleavage milky in G_N en 
in cleavage telugu PSP univ 
telugu in film G_N univ 
film telugu ' G_N en 
' film telugulo G_X univ 
telugulo ' .. G_N univ 
.. telugulo z G_X univ 
z .. #hot_desi_girls G_X univ 
#hot_desi_girls z http:// # univ 
http:// #hot_desi_girls actresspicsgallery.com/dazzling-beaut U univ 
actresspicsgallery.com/dazzling-beaut http:// y-nisha-kothari-showcasing-her-milky-cleavage-in-telugu-film-telugulo-naaku-nachani-padam-prema/ U univ 
y-nisha-kothari-showcasing-her-milky-cleavage-in-telugu-film-telugulo-naaku-nachani-padam-prema/ actresspicsgallery.com/dazzling-beaut null G_R te 

Excited null naaku G_J en 
naaku Excited ate G_N te 
ate naaku @itsjaneoineza G_V en 
@itsjaneoineza ate :D @ univ 
:D @itsjaneoineza labyow E univ 
labyow :D null E univ 

" null abbaaa G_X univ 
abbaaa " ..... G_X univ 
..... abbaaa this G_X univ 
this ..... fact DT en 
fact this guy G_N en 
guy fact is G_N en 
is guy always G_V en 
always is after G_R en 
after always kissing PSP en 
kissing after .. G_V en 
.. kissing asalu G_X univ 
asalu .. kinda G_N te 
kinda asalu sangathi G_R te 
sangathi kinda vadilesi G_N univ 
vadilesi sangathi , G_N te 
, vadilesi ee G_X univ 
ee , paipaina G_N univ 
paipaina ee gola G_N univ 
gola paipaina ento G_N univ 
ento gola ? G_PRT te 
? ento kids G_X univ 
kids ? lagaa G_N en 
lagaa kids https:// G_X univ 
https:// lagaa twitter.com/Fact/status/70 U univ 
twitter.com/Fact/status/70 https:// 6194116082802688 U univ 
6194116082802688 twitter.com/Fact/status/70 " null univ 
" 6194116082802688 null G_X univ 

@RGVPURI null asalu @ univ 
asalu @RGVPURI aindi G_PRT te 
aindi asalu marchipoya G_N te 
marchipoya aindi . G_N te 
. marchipoya teenmaar G_X univ 
teenmaar . chudu G_X univ 
chudu teenmaar . G_N te 
. chudu best G_X univ 
best . family G_J en 
family best songs G_N en 
songs family Barbie G_N en 
Barbie songs bomma G_N univ 
bomma Barbie ki G_N univ 
ki bomma chelilu G_N univ 
chelilu ki va G_N te 
va chelilu aaa G_N univ 
aaa va song DT univ 
song aaa chudu G_N en 
chudu song . G_N te 
. chudu awesome G_X univ 
awesome . family G_J en 
family awesome song G_N en 
song family null G_N en 

Super null asalu G_R en 
asalu Super Stirling G_J te 
Stirling asalu null G_N univ 

@SamKrDev null @midwestmoviesus @ univ 
@midwestmoviesus @SamKrDev enti @ univ 
enti @midwestmoviesus sir G_N te 
sir enti ee G_N en 
ee sir range G_N univ 
range ee elevation G_N en 
elevation range .... G_N en 
.... elevation meeru G_X univ 
meeru .... eppudu G_X te 
eppudu meeru fan G_X te 
fan eppudu ayyaru G_N en 
ayyaru fan .. G_N te 
.. ayyaru .. G_X univ 
.. .. bobby G_X univ 
bobby .. ki G_N univ 
ki bobby null G_N univ 

Womens null day G_N en 
day Womens eppudu G_N en 
eppudu day ? G_N te 
? eppudu null G_X univ 

@iam_techie null my @ univ 
my @iam_techie cousin DT en 
cousin my vinny G_N en 
vinny cousin asalu G_N univ 
asalu vinny link G_N te 
link asalu a G_V en 
a link dorkatldu DT univ 
dorkatldu a Macha G_N univ 
Macha dorkatldu kasta G_N te 
kasta Macha link G_N en 
link kasta ettu G_N en 
ettu link please G_N univ 
please ettu null G_V en 

aaa null P DT univ 
P aaa edho G_N univ 
edho P nuvve G_N univ 
nuvve edho mee G_V univ 
mee nuvve pebby G_PRP univ 
pebby mee di G_R univ 
di pebby naaku G_X univ 
naaku di https:// G_X te 
https:// naaku twitter.com/naveenrsingh9/ U univ 
twitter.com/naveenrsingh9/ https:// status/706474288275070977 U univ 
status/706474288275070977 twitter.com/naveenrsingh9/ null G_N en 

" null Migata G_X univ 
Migata " Places G_N te 
Places Migata Lo G_N univ 
Lo Places Naku G_N univ 
Naku Lo Telidu G_N te 
Telidu Naku kani G_N univ 
kani Telidu Ma G_N te 
Ma kani Vizag G_N univ 
Vizag Ma Lo G_N univ 
Lo Vizag #NannakuPrematho G_N univ 
#NannakuPrematho Lo 50 G_N univ 
50 #NannakuPrematho Days null univ 
Days 50 In G_N en 
In Days 2DirectCeNTRes PSP univ 
2DirectCeNTRes In "" G_N en 
"" 2DirectCeNTRes Back2Back G_X univ 
Back2Back "" 50Days G_X univ 
50Days Back2Back for G_N univ 
for 50Days NTR PSP en 
NTR for along G_N univ 
along NTR with PSP en 
with along #Temper PSP en 
#Temper with """ G_N univ 
""" #Temper null G_X univ 

Showtime null : G_N en 
: Showtime Now G_X univ 
Now : Watching G_R en 
Watching Now #Kshanam G_V en 
#Kshanam Watching Very # univ 
Very #Kshanam Excited G_R en 
Excited Very ! G_J en 
! Excited @vennelakishore G_X univ 
@vennelakishore ! @adah_sharma @ univ 
@adah_sharma @vennelakishore @AdiviSesh @ univ 
@AdiviSesh @adah_sharma Shwetha @ univ 
Shwetha @AdiviSesh neku G_N te 
neku Shwetha Asalu G_N te 
Asalu neku Kuthuru G_N te 
Kuthuru Asalu Undha G_N te 
Undha Kuthuru ?? G_N univ 
?? Undha owww G_X univ 
owww ?? ! G_PRT univ 
! owww null G_X univ 

. null @meghanavirat G_X univ 
@meghanavirat . eppudu @ univ 
eppudu @meghanavirat inthe G_X te 
inthe eppudu . G_X en 
. inthe pic.twitter.com/C34XDdX713 G_X univ 
pic.twitter.com/C34XDdX713 . null U univ 

" null #Sarainodu G_X univ 
#Sarainodu " Song # univ 
Song #Sarainodu leak G_N en 
leak Song google G_N en 
google leak ki G_N univ 
ki google kuda G_N univ 
kuda ki telidu G_N te 
telidu kuda "" G_N univ 
"" telidu looks G_X univ 
looks "" like G_V en 
like looks its PSP en 
its like hoax DT en 
hoax its """ G_N univ 
""" hoax null G_X univ 

#SardaarGabbarSingh null amminna # univ 
amminna #SardaarGabbarSingh rates G_N te 
rates amminna ki G_N en 
ki rates leaked G_N univ 
leaked ki stills G_V en 
stills leaked ki G_N en 
ki stills emana G_X univ 
emana ki balancing G_X en 
balancing emana vundha G_V en 
vundha balancing asalu G_N univ 
asalu vundha null G_N te 

@tharungstars null @nandi_harika @ univ 
@nandi_harika @tharungstars super @ univ 
super @nandi_harika ... G_R en 
... super inko G_X univ 
inko ... pilupu G_N univ 
pilupu inko naaku G_J univ 
naaku pilupu null G_N te 

@idlebrainjeevi null Cinema @ univ 
Cinema @idlebrainjeevi vachinate G_N en 
vachinate Cinema telidu G_N te 
telidu vachinate aapude G_N univ 
aapude telidu success G_N univ 
success aapude meet G_N en 
meet success aa G_V en 
aa meet null DT univ 

@SreeHarsha2015 null @ShekarNews @ univ 
@ShekarNews @SreeHarsha2015 @Maheshaddict @ univ 
@Maheshaddict @ShekarNews haha @ univ 
haha @Maheshaddict ceede G_PRT univ 
ceede haha lo G_V en 
lo ceede left PSP univ 
left lo leg G_V en 
leg left tho G_N en 
tho leg thannindha PSP te 
thannindha tho first DT univ 
first thannindha day null univ 
day first minimum G_N en 
minimum day fulls G_J en 
fulls minimum kaledhu G_N en 
kaledhu fulls asalu G_N te 
asalu kaledhu null G_N te 

@SnehithaM5 null believe @ univ 
believe @SnehithaM5 in G_V univ 
in believe Mahesh PSP univ 
Mahesh in asalu G_N ne 
asalu Mahesh ha G_N te 
ha asalu heroines G_PRT univ 
heroines ha ne G_N en 
ne heroines teskoru G_X univ 
teskoru ne big G_X univ 
big teskoru stars G_J en 
stars big Ni G_N en 
Ni stars pick G_N univ 
pick Ni cheskuntaru G_V en 
cheskuntaru pick @Bharath_7kumar G_PRP te 
@Bharath_7kumar cheskuntaru null @ univ 

@Rao_Gari_Abbayi null haha @ univ 
haha @Rao_Gari_Abbayi same G_PRT univ 
same haha bro G_J en 
bro same Asalu G_N en 
Asalu bro babu G_N te 
babu Asalu dance G_N te 
dance babu antene G_N en 
antene dance pedha G_N te 
pedha antene lol G_N univ 
lol pedha .. G_PRT acro 
.. lol null G_X univ 

@sandeepsayz1 null @HariharaSAYZ @ univ 
@HariharaSAYZ @sandeepsayz1 @SravaniSayz @ univ 
@SravaniSayz @HariharaSAYZ @sindhuuu__ @ univ 
@sindhuuu__ @SravaniSayz @ramsayz @ univ 
@ramsayz @sindhuuu__ asalu @ univ 
asalu @ramsayz how G_PRT te 
how asalu do G_R en 
do how u G_V en 
u do know G_PRP univ 
know u sandy G_V en 
sandy know null G_N en 

@YogiTweetz null ippude @ univ 
ippude @YogiTweetz telsindi G_N te 
telsindi ippude naaku G_N te 
naaku telsindi . G_N te 
. naaku He G_X univ 
He . wrote G_PRP en 
wrote He as G_V en 
as wrote Draupathi PSP en 
Draupathi as commented G_N univ 
commented Draupathi Duryodhana G_V en 
Duryodhana commented as G_N univ 
as Duryodhana Blind G_R en 
Blind as son G_J en 
son Blind of G_N en 
of son blind PSP en 
blind of parents G_J en 
parents blind null G_N en 

@kplr2016 null ma @ univ 
ma @kplr2016 cousin DT univ 
cousin ma ni G_N en 
ni cousin literally G_X univ 
literally ni they G_R en 
they literally r G_PRP en 
r they irritating G_V univ 
irritating r asalu G_J en 
asalu irritating .. G_N te 
.. asalu felt G_X univ 
felt .. bad G_V en 
bad felt anduke G_J en 
anduke bad ala G_N te 
ala anduke i G_X te 
i ala null G_PRP univ 

" null E G_X univ 
E " 5 G_N univ 
5 E , null univ 
, 5 6 G_X univ 
6 , units null univ 
units 6 working G_N en 
working units ento G_V en 
ento working ... G_X te 
... ento E ~ univ 
E ... concept G_N univ 
concept E enti G_N en 
enti concept Asalu G_N te 
Asalu enti ... G_X te 
... Asalu Any G_X univ 
Any ... idea DT en 
idea Any " G_N en 
" idea null G_X univ 

YouTube null youtube G_N en 
youtube YouTube eppudu G_N en 
eppudu youtube ide G_N te 
ide eppudu pani G_X univ 
pani ide :(( G_X te 
:(( pani pic.twitter.com/2Qrtwoe1CE E univ 
pic.twitter.com/2Qrtwoe1CE :(( null U univ 

#Karthi null ultimate # univ 
ultimate #Karthi asalu G_J en 
asalu ultimate http://www G_N te 
http://www asalu . U univ 
. http://www youtube.com/watch?v=vJmXUP G_X univ 
youtube.com/watch?v=vJmXUP . Jhg98&sns U univ 
Jhg98&sns youtube.com/watch?v=vJmXUP = G_N univ 
= Jhg98&sns tw G_X univ 
tw = via G_X univ 
via tw @youtube PSP univ 
@youtube via null @ univ 

" null @alwayscharan4u G_X univ 
@alwayscharan4u " hahaha @ univ 
hahaha @alwayscharan4u .. G_PRT univ 
.. hahaha interesting G_X univ 
interesting .. , G_J en 
, interesting 72 G_X univ 
72 , virgins null univ 
virgins 72 concept G_N en 
concept virgins is G_N en 
is concept crazy G_V univ 
crazy is asalu G_J en 
asalu crazy " G_N te 
" asalu null G_X univ 

Good null Evening G_J en 
Evening Good :) G_N en 
:) Evening All E univ 
All :) @PawanKalyan DT en 
@PawanKalyan All Anna @ univ 
Anna @PawanKalyan pic G_N te 
pic Anna Superb G_N univ 
Superb pic Edit G_J en 
Edit Superb Asalu G_N te 
Asalu Edit pic.twitter.com/pG9y9IkS4z G_N te 
pic.twitter.com/pG9y9IkS4z Asalu null U univ 

" null @talidu G_X univ 
@talidu " Hola @ univ 
Hola @talidu Talina G_PRT univ 
Talina Hola soy G_N te 
soy Talina Omar G_N univ 
Omar soy . G_N en 
. Omar Quiero G_X univ 
Quiero . contarte G_N en 
contarte Quiero algunas G_N en 
algunas contarte cosas G_N te 
cosas algunas sobre G_N univ 
sobre cosas mi G_N univ 
mi sobre para G_N univ 
para mi que G_N univ 
que para me G_V univ 
me que conozcas G_PRP univ 
conozcas me un G_V univ 
un conozcas poquito G_X univ 
poquito un . G_X univ 
. poquito Soy G_X univ 
Soy . Mexicano-Americano G_J univ 
Mexicano-Americano Soy "" G_N univ 
"" Mexicano-Americano mi G_X univ 
mi "" edad DT univ 
edad mi es G_N te 
es edad """ G_X univ 
""" es null G_X univ 

@chichupedathaa null eppudu @ univ 
eppudu @chichupedathaa start G_PRP te 
start eppudu chesavu G_V en 
chesavu start ... G_X te 
... chesavu part G_X univ 
part ... time G_N en 
time part ah G_N en 
ah time .. G_PRT univ 
.. ah pic.twitter.com/XPbLmSysLj G_X univ 
pic.twitter.com/XPbLmSysLj .. null U univ 

@Chaispeaks9999 null teaser @ univ 
teaser @Chaispeaks9999 ki G_N en 
ki teaser trailer G_N univ 
trailer ki ki G_N en 
ki trailer diff G_X univ 
diff ki telidu G_J univ 
telidu diff mudathala G_N univ 
mudathala telidu panzz G_N te 
panzz mudathala bwahahahaha G_N univ 
bwahahahaha panzz null G_PRT univ 

" null Sir G_X univ 
Sir " @PawanKalyan G_N en 
@PawanKalyan Sir ji @ univ 
ji @PawanKalyan "" G_X univ 
"" ji #SardarGabbarSingh G_X univ 
#SardarGabbarSingh "" eppudu # univ 
eppudu #SardarGabbarSingh release DT te 
release eppudu aavtundi G_N en 
aavtundi release ? G_N te 
? aavtundi """ G_X univ 
""" ? null G_X univ 

Nara null Rohit G_N univ 
Rohit Nara gadu G_N ne 
gadu Rohit cinemalu G_N te 
cinemalu gadu eppudu G_N en 
eppudu cinemalu hall G_N te 
hall eppudu lone G_N en 
lone hall untai G_J univ 
untai lone .. G_N te 
.. untai repu G_X univ 
repu .. tuntari G_X te 
tuntari repu release G_N univ 
release tuntari anta G_N en 
anta release null G_X te 

@IamPadmaSri null naaku @ univ 
naaku @IamPadmaSri bayam G_PRT te 
bayam naaku vesthundhi G_N univ 
vesthundhi bayam ... G_X te 
